
SUBSTR(T.CALLER,1,7)					   COUNT(*)
SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
1519992 							  1
1580678 							  1
1615482 							  2
1647889 							  8
1647896 							  1
1647899 							  1
1661903 							  1
1678508 							  2
1734709 							  1
1757201 							  2
1773895 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
1801502 							  1
1801898 							  1
1808728 							  1
1831261 							  1
1902760 							  1
1909354 							  2
1914227 							 15
1931220 							  4
1931338 							 23
1931624 							  4
1972408 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
1ba5c07 							  2
1c52258 							  1
1da797e 							  3
2010102 							  4
2010103 							  2
2010117 							  6
2010230 							  6
2010260 							 11
2010268 							  1
2010281 							  2
2010293 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
2010301 							  4
2010356 							  1
2010366 							  1
2010374 							  1
2010425 							  2
2010428 							  9
2010451 							  2
2010455 							  3
2010457 							  1
2010461 							  2
2010479 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
2010488 							  1
2010489 							 13
2010530 							  2
2010549 							  1
2010565 							  3
2010603 							  1
2010629 							  6
2010631 							  8
2010652 							  3
2010704 							  5
2010709 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
2010736 							  2
2010744 							  1
2010756 							  2
2010760 							  2
2010765 							  4
2010779 							  6
2010788 							  4
2010809 							  1
2010821 							  3
2010857 							  4
2010864 							  2

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
2010875 							  4
2010898 							  1
2010901 							  1
2010904 							  1
2010921 							  2
2010961 							  1
2010967 							  1
2012111 							  1
2012122 							  1
2012145 							  1
2012177 							  6

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
2012182 							  2
2012187 							  6
2012199 							  1
2012222 							 30
2012226 							  3
2012227 							  1
2012230 							  3
2012270 							  1
2012281 							 14
2012355 							 10
2012361 							 19

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
2012424 							  2
2012457 							  1
2012484 							  4
2012515 							  5
2012526 							  1
2012534 							  1
2012561 							  1
2012564 							  8
2012574 							  8
2012614 							  6
2012620 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
2012621 							  1
2012642 							  2
2012660 							  6
2012661 							  1
2012672 							  2
2012716 							  2
2012744 							  3
2012771 							  3
2012813 							  1
2012819 							 10
2012837 							 11

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
2012846 							  2
2012856 							  2
2012862 							  1
2012882 							  4
2012886 							  1
2012897 							  1
2012911 							  2
2012912 							  1
2012935 							  1
2012942 							  1
2012951 							  2

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
2012953 							  1
2012975 							  1
2012977 							  1
2012981 							  1
2012984 							  1
2012997 							  2
2026357 							  2
2026371 							  1
2107000 							  2
2126099 							  6
2137082 							  2

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
2137670 							  1
2162276 							  2
2162370 							  1
2212000 							  1
2234000 							  2
2332434 							  6
2332446 							  1
2381c46 							  3
2499111 							  1
2499122 							  2
2499129 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
2499150 							  1
2499220 							  1
2499222 							  1
2499227 							  2
2557843 							  1
2719123 						     772593
2772119 							  5
2782263 							  6
2784249 							  2
2835303 							  2
2835353 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
2844454 							  1
2c7a3ba 							  1
2d2be3c 							  2
3032436 							  1
3162168 							  2
3163071 							 17
3341544 							  1
3353766 							  4
3438363 							  1
344609a 							  1
3461006 							  2

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
3461717 							  2
3462716 							  2
3466275 							  2
3467a7c 							  3
3538705 							  1
3538764 							  1
354e31a 							  1
3579931 							  1
3579980 							  6
3579995 							  1
3598855 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
35aa438 							  1
3737343 							  1
3749386 							  3
3805030 							  3
3806734 							  2
3806746 							  1
3809551 							  6
3809733 							  3
3809736 							 12
3809751 							 22
3809789 							  6

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
3933386 							  1
3933493 							  1
3933583 							  2
3933820 							  1
3934602 							  3
3936323 							  1
3938865 							  8
3939313 							  5
3badd27 							  1
3c0bc1e 							  2
3c23b9d 							  2

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
3c77e9d 							  1
3c7a6b9 							  3
3d23e9a 							  1
3d43dbc 							  1
3d5669a 							  2
401*111 							  4
4072361 							  1
4072649 							  1
4176452 							  1
4178694 							  4
4178720 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
4178851 							  1
4178864 							  1
4178874 							  1
4178892 							  2
4178917 							  2
4207217 							  3
4207752 							  1
4265746 							  1
4345432 							  2
434e424 							  2
4365042 							  2

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
43656c6 							  1
43656e7 							  1
436c696 							  1
436c756 							  1
43c9dc6 							  1
4476248 							  1
4477172 							  2
4477258 							 10
4477340 							  8
4477379 							  1
4477453 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
4477462 							  2
4477477 							  1
4477480 							  2
4477706 							  1
4477857 							 11
4477892 							  1
4477898 							  1
4478333 							  1
4478381 							  1
4478497 							  1
4478565 							  5

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
4478598 							 13
4478703 							  2
4478715 							  2
4478765 							  2
4478866 							  1
4478901 							  1
4478918 							  1
4478990 							  4
4479019 							  3
4479064 							  1
4479205 							  4

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
4479208 							  1
4479402 							  1
4479407 							  4
4479446 							  2
4479461 							  1
4479560 							  1
4479696 							  1
4479737 							  1
4479743 							  1
4479763 							  1
4479794 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
4479996 							  1
4521275 							  2
4521284 							  1
4522369 							  1
4526747 							  3
4527941 							  2
4527968 							 12
4528149 							  2
4528328 							  6
4528369 							  6
4528601 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
4528628 							  1
4528708 							  8
4528858 							  2
4529604 							  2
4547d5e 							  1
4560136 							  8
4560144 							  2
4560325 							  4
4560336 							  2
4560857 							  1
4561893 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
4561904 							  4
4561924 							  2
4561931 							  2
4561935 							  1
4561938 							  1
4641524 							  1
4641535 							 30
4670258 							  2
4670401 							  1
4670407 							  2
4670409 							  4

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
4670426 							  2
4670429 							  4
4670435 							  1
4670455 							  2
4670475 							  1
4670476 							 34
4670482 							  1
4670490 							  1
4670491 							  1
4670493 							  1
4670496 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
4670497 							  2
4670664 							  2
4670718 							  1
4670731 							  3
4670778 							  1
4672696 							254
4673052 							  2
4673506 							  1
4673580 							  3
4673581 							  1
4673589 							  2

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
4673599 							  1
4673613 							  5
4673630 							  1
4673647 							  1
4673649 							  3
4673678 							  1
4673705 							  8
4673720 							  1
4673728 							  2
4673731 							  1
4673744 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
4673751 							  4
4673764 							  2
4673767 							  1
4673772 							  1
4673778 							  1
4673780 							  6
4673782 							  3
4673786 							  2
4673787 							  4
4673933 							  2
4673952 							  2

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
4673974 							  1
4673975 							  1
4673977 							  4
4673990 							  1
4673994 							  2
4673999 							  1
4676203 							  3
4676211 							  1
4676223 							  1
4676244 							  2
4676251 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
4676268 							  1
4676280 							  1
4676287 							  4
4676295 							  4
4676838 							  3
4676845 							 15
4715469 							  2
4745293 							  1
4745437 							  7
47554e4 							  1
4790194 							  2

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
4791704 							  4
4791711 							  3
4796653 							  2
4799859 							  6
4799888 							  2
4841424 							  1
4842544 							  3
4853424 							  2
4915114 							  6
4915115 							  5
4915116 							  3

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
4917030 							  7
4917519 							  6
4917620 							  1
4917621 							  1
4917623 							 11
4917624 							  1
4917625 							  1
4917627 							  3
4917628 							  5
4917629 							  2
4917661 							  4

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
4917662 							  7
4917665 							  1
4917932 							  2
4917966 							  1
4917968 							  1
4918033 							  6
494e434 							  1
49534c4 							 13
4c5651a 							  1
4d43c1e 							  1
4d4637a 							  3

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
4d463b8 							  1
4d6#6c6 							  1
4d61796 							  2
4daa479 							 70
4dabc7d 							  6
4e54562 							 13
4e61686 							  1
5*69796 							  1
5045505 							  1
506c757 							  2
5245534 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
52616e6 							  1
5355504 							  1
5369636 							  2
542d4d6 							  9
5447525 							  4
5455524 							 27
5458545 							  1
5465736 							  1
5475726 							  5
554d4e4 							  7
556d6e6 							  2

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
5669706 							  5
5761746 							  1
5d6a339 							  2
6012244 							  6
6012324 							  1
6012912 							  3
6017361 							  2
6140496 							  4
6142195 							  2
6142261 							  4
6143234 							  4

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
6164726 							  2
61686d6 							  1
6172616 							  3
6173617 							  1
6191112 							  1
6390627 							  1
6390630 							 13
6390636 							  2
6391554 							  2
6391746 							  3
6391778 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
6391787 							  1
646e35a 							  4
64979bc 							  1
6497abc 						       1234
65328a9 							  2
6574697 							  4
6598363 							  2
6670467 							  2
6673167 							  1
6696475 							  1
6698047 							 10

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
6767000 							  2
6799202 							  1
6799273 							  1
6972548 							  1
6c0e49a 							133
6c616#7 							  1
6c65737 							  1
6d43cbc 							  1
6d69673 							  2
6d7393c 							  2
6d756e6 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
6d77a7c 							  3
73616c6 							  4
73756e7 							  2
73c5d06 							  1
7572616 							  1
7902839 							  3
7903651 							  1
7908623 							 11
7909961 							  2
7926163 							  1
7926183 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
7926224 							  1
7926550 							  2
7960155 							  3
7960612 							  1
7961248 							  6
7961588 							  3
7c07b5c 							  1
7c2a6b8 							  1
7d03d3c 							  5
8009011 							  2
8391c46 							  4

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
8821621 							  2
8821666 							  2
8883271 							 14
8885010 							  1
8967452 							  1
8aa1c06 							  1
8bc5c86 							  1
8c0a0b8 							  6
8c0b8bc 							  1
9053220 							  2
9053224 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9053231 							  1
9053236 							  1
9053386 							  8
9053570 							  1
9053584 							  3
9053586 							  1
9053595 							  1
9053645 							  1
9053651 							  1
9053655 							  5
9053679 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9053686 							  4
9053698 							  6
9053727 							 12
9053733 							  1
9053738 							  1
9053740 							  2
9053741 							  4
9053759 							  3
9053768 							  1
9053776 							  1
9053781 							  6

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9053783 							  4
9053825 							 14
9053831 							  1
9053844 							  1
9053851 							  5
9053894 							  1
9054323 							  1
9055522 							  1
9055527 							  2
9055533 							  1
9055544 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9055594 							  1
9198180 							  1
9198200 							  1
9198284 							  2
9198716 							  2
9198869 							  1
9198881 							  1
9198998 							  1
9199866 							  1
9230129 							  2
9230135 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9351000 							  2
9466490 							  2
9471426 							  4
9471431 							  1
9472327 							  3
9472337 							 13
9472342 							  3
9472432 							  2
9472451 							  2
9477371 							  2
9477519 							  2

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9477718 							  1
9492268 							  1
9512360 							  1
9613023 							  3
9613039 							  2
9613046 							  1
9613066 							  2
9613101 							  4
9613112 							  2
9613119 							  2
9613135 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9613145 							  2
9613164 							  1
9613168 							  6
9613173 							  6
9613177 							  3
9613229 							  3
9613257 							  3
9613315 							  1
9613388 							  1
9613433 							  1
9613462 							  2

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9613513 							  1
9613604 							  1
9613624 							  2
9613656 							  1
9613719 							  1
9613974 							  2
9617010 							  1
9617012 							  2
9617013 							  1
9617094 							  3
9617098 							  4

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9627457 							  1
9627760 							  4
9627761 							 40
9627763 							  1
9627764 							  3
9627767 							  1
9627770 							  5
9627772 							 11
9627773 							 15
9627774 							 16
9627775 							 10

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9627776 							  8
9627777 							  8
9627778 							  2
9627779 							  7
9627853 							 18
9627854 							 24
9627880 							 12
9627881 							 12
9627882 							 23
9627883 							 11
9627884 							  6

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9627885 							 36
9627886 							 15
9627887 							 11
9627888 							 23
9627889 							 28
9627950 							 20
9627951 							 64
9627952 							 31
9627953 							 39
9627954 							 30
9627955 							 35

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9627956 							 27
9627957 							 33
9627958 							 36
9627959 							 25
9627960 							 42
9627961 							 42
9627962 							 43
9627963 							 26
9627964 							 37
9627965 							 34
9627966 							 33

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9627967 							 30
9627968 							 53
9627969 							 55
9627991 							 61
9627992 							 54
9627993 							 35
9627994 							 59
9627995 							 35
9627996 							 34
9627997 							 28
9627998 							 56

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9627999 							 49
9639200 							  1
9639201 							  1
9639202 							  3
9639203 							  1
9639205 							 11
9639206 							 15
9639207 							  2
9639208 							  7
9639209 							  1
9639220 							  2

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9639224 							  5
9639225 							  5
9639226 							  4
9639227 							 24
9639228 							  1
9639229 							  4
9639230 							  1
9639231 							  7
9639232 							  2
9639233 							  1
9639234 							  2

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9639235 							  2
9639237 							  1
9639238 							  2
9639239 							  3
9639240 							  7
9639242 							  2
9639243 							  3
9639244 							  6
9639245 							  3
9639246 							  1
9639247 							  5

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9639248 							  5
9639249 							  3
9639250 							  2
9639251 							  1
9639252 							 12
9639253 							  7
9639254 							 17
9639255 							  3
9639256 							  4
9639258 							  1
9639259 							  2

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9639260 							  1
9639261 							  3
9639262 							  2
9639263 							  1
9639264 							  7
9639265 							  5
9639266 							  1
9639267 							  1
9639269 							  1
9639270 							  6
9639271 							  2

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9639272 							  5
9639273 							  1
9639275 							  1
9639276 							  1
9639278 							  3
9639279 							  1
9639280 							  2
9639281 							  6
9639282 							  6
9639283 							  1
9639284 							  5

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9639285 							  2
9639286 							  6
9639288 							  2
9639290 							  2
9639291 							  2
9639293 							  1
9639294 							  2
9639295 							  1
9639296 							  8
9639297 							  1
9639298 							  2

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9639299 							  1
9639301 							  2
9639302 							  4
9639305 							  2
9639307 							  8
9639308 							  4
9639309 							  1
9639312 							  1
9639313 							  6
9639318 							  4
9639323 							  2

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9639324 							 20
9639325 							  4
9639329 							  2
9639331 							  2
9639332 							  2
9639334 							  3
9639336 							  7
9639341 							  1
9639345 							  1
9639346 							  1
9639347 							  7

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9639348 							  3
9639349 							  1
9639353 							  3
9639355 							  3
9639357 							  3
9639358 							  4
9639359 							  3
9639363 							  9
9639367 							  1
9639375 							  5
9639376 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9639385 							  1
9639386 							  1
9639388 							  3
9639394 							  7
9639395 							  1
9639396 							  1
9639397 							  1
9639398 							  1
9639399 							  2
9639408 							  4
9639423 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9639424 							  6
9639427 							  1
9639428 							  1
9639429 							  3
9639433 							  1
9639434 							  2
9639435 							  2
9639437 							  3
9639438 							  2
9639439 							  8
9639441 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9639445 							  4
9639449 							  2
9639453 							  1
9639458 							  3
9639460 							  1
9639462 							  2
9639472 							  1
9639473 							  4
9639478 							  1
9639480 							  3
9639491 							  7

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9639498 							  1
9639510 							  1
9639511 							  1
9639513 							  1
9639515 							  1
9639521 							  1
9639529 							  2
9639535 							  2
9639536 							  3
9639542 							  1
9639543 							  3

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9639546 							  1
9639547 							  1
9639550 							  1
9639551 							  1
9639552 							  1
9639553 							  1
9639554 							  1
9639555 							  2
9639557 							  1
9639558 							  1
9639562 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9639568 							  1
9639570 							  3
9639574 							  4
9639575 							  1
9639576 							  1
9639580 							  1
9639583 							  4
9639584 							  5
9639587 							  1
9639588 							  3
9639590 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9639598 							  1
9639610 							  2
9639612 							  2
9639614 							  6
9639616 							  4
9639618 							  3
9639619 							  3
9639621 							  2
9639625 							  3
9639626 							 10
9639630 							  2

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9639632 							  1
9639633 							  2
9639635 							  2
9639637 							  8
9639638 							  1
9639641 							  1
9639642 							  1
9639643 							  1
9639645 							  2
9639646 							  1
9639648 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9639649 							  1
9639652 							  1
9639654 							  1
9639656 							  1
9639658 							  2
9639660 							  1
9639664 							  1
9639665 							  2
9639667 							  2
9639668 							  1
9639671 							  2

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9639673 							  6
9639674 							  1
9639676 							  3
9639679 							 13
9639683 							  3
9639687 							  2
9639688 							  1
9639689 							  1
9639690 							  1
9639694 							  1
9639696 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9639698 							  5
9639800 							  1
9639801 							  5
9639802 							  6
9639803 							 13
9639805 							 25
9639807 							  1
9639820 							  2
9639822 							  2
9639823 							  3
9639824 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9639825 							  2
9639826 							  3
9639827 							  2
9639828 							  1
9639829 							  5
9639830 							  2
9639831 							  5
9639832 							  5
9639833 							  2
9639835 							  6
9639836 							  3

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9639838 							  5
9639841 							  2
9639842 							  6
9639843 							  2
9639844 							  2
9639845 							  4
9639846 							  2
9639848 							  5
9639849 							  1
9639850 							  1
9639851 							  5

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9639852 							  7
9639853 							 12
9639854 							  4
9639855 							  1
9639856 							  3
9639858 							  1
9639859 							  6
9639860 							  3
9639861 							  1
9639864 							  2
9639865 							  2

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9639867 							  2
9639868 							  2
9639869 							  2
9639870 							  2
9639871 							  3
9639872 							  2
9639873 							  2
9639874 							  1
9639875 							  5
9639876 							  5
9639877 							  2

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9639878 							 12
9639880 							  3
9639882 							  6
9639883 							  2
9639884 							  2
9639885 							 10
9639886 							  5
9639887 							  1
9639888 							  1
9639889 							  1
9639890 							  4

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9639891 							  7
9639892 							  1
9639893 							  6
9639895 							  1
9639896 							  4
9639898 							  3
9639899 							  2
9639921 							  4
9639924 							  5
9639931 							  2
9639937 							  2

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9639944 							  6
9639951 							  6
9639952 							  2
9641049 							  1
9641050 							  1
9641111 							172
9641133 							  5
9641139 							  2
9641149 							  1
9641163 							  5
9641190 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9641196 							  5
9641197 							  1
9641221 							  1
9641444 							 65
9642203 							  1
9643202 							  1
9645310 							  1
9646010 							  2
9646011 							  8
9646103 							  1
9646172 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9646952 							 10
9647301 							  1
9647623 							  3
9647705 						     164412
9647730 							  1
9647805 						       1629
9647904 						      11386
9649009 							  1
9649444 							  1
9656042 							  2
9656077 							  4

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9656342 							  1
9656558 							  7
9656696 							  3
9656907 							  1
9656924 							  1
9657102 							  2
9657106 							  3
9657112 							  2
9657116 							 30
9657117 							  7
9657118 							  2

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9657121 							  1
9657128 							  8
9657177 							  3
9657219 							  1
9657241 							  2
9657249 							  1
9657293 							  2
9657305 							  2
9657310 							  3
9657315 							  5
9657338 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9657376 							  1
9657395 							  2
9657436 							  5
9657451 							  6
9657454 							  3
9657457 							  3
9657464 							  2
9657476 							  9
9657498 							  2
9657537 							  5
9657547 							  5

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9657550 							  3
9657558 							  6
9657599 							  8
9657604 							  2
9657611 							  1
9657622 							  5
9657643 							  4
9657658 							  9
9657668 							  3
9657681 							  4
9657697 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9657820 							  3
9657829 							  2
9657839 							  3
9657859 							  1
9657884 							  3
9657892 							  5
9657905 							  2
9657918 							  8
9657935 							 20
9657955 							  1
9657958 							  3

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9657988 							  1
9657992 							  1
9659005 							  1
9659008 							  1
9659026 							  2
9659030 							  1
9659039 							  1
9659040 							  2
9659046 							  1
9659070 							  1
9659115 							  4

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9659128 							  4
9659132 							  1
9659182 							  9
9659198 							  3
9659217 							  1
9659222 							  7
9659223 							  2
9659224 							  1
9659233 							  1
9659253 							  3
9659286 							  7

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9659296 							  1
9659301 							 55
9659303 							  1
9659314 							  3
9659328 							  2
9659329 							  1
9659367 							  1
9659368 							  4
9659385 							  1
9659390 							  1
9659411 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9659431 							  6
9659433 							  1
9659436 							  1
9659468 							 19
9659477 							  1
9659499 							  2
9659512 							  2
9659521 							  1
9659547 							  2
9659550 							  1
9659566 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9659609 							  1
9659631 							 20
9659635 							 12
9659642 							  8
9659651 							  1
9659654 							  2
9659665 							  1
9659678 							  2
9659719 							  1
9659739 							  1
9659766 							  3

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9659776 							  1
9659788 							  2
9659793 							  2
9659795 							  2
9659797 							  1
9659820 							  2
9659821 							  9
9659859 							  1
9659873 							  1
9659875 							  2
9659879 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9659882 							  2
9659883 							 10
9659887 							  1
9659890 							  2
9659897 							  6
9665000 							  1
9665002 							  2
9665005 							  5
9665009 							  2
9665017 							  1
9665038 							  1

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9665041 							  1
9665054 							  1
9665058 							  2
9665061 							  1
9665062 							 12
9665064 							  8
9665068 							 13
9665071 							  5
9665076 							  1
9665081 							  1
9665094 							  2

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9665096 							  3
9665510 							  2
9665515 							  7
9665517 							  2
9665552 							 20
9665559 							  2
9665563 							  1
9665566 							  3
9665579 							  1
9665593 							  7
9665608 							  2

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9665614 							  3
9665621 							  1
9665628 							  3
9665636 							  2
9665673 							  3
9677110 							  9
9677112 							 13
9677113 							 26
9677114 							  4
9677116 							  5
9677117 							  4

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9677118 							  6
9677119 							  1
9677120 							  3
9677122 							  2
9677123 							  3
9677124 							 11
9677330 							  2
9677331 							  5
9677332 							 11
9677333 							  4
9677334 							  7

SUBSTR(T.CALLER,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
9677335 							  4
9677336 							  6
9677337 							  5
9677338 							  3
9677339 							  1
9677341 							  1
9677343 							 13
9677344 							  7
