
SUBSTR(T.CALLED,1,7)					   COUNT(*)
0049603 							  1
0049606 							  1
0049613 							  1
0049621 							  5
0049639 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0049653 							  2
0049711 							  1
0049723 							  3
0049754 							  1
0049821 							  1
0049822 							  2
0049841 							  1
0049893 							  1
0049894 							 48
0049896 							  1
0049897 							  2

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0049921 							  1
0054221 							  2
0056441 							  1
0058418 							  4
0060122 							  7
0060123 							  8
0060124 							  4
0060126 							  6
0060127 							  1
0060129 							  5
0060162 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0060163 							  9
0060166 							  1
0060169 							  2
0060172 							 38
0060173 							 12
0060176 							  6
0060192 							  8
0060750 							  2
0061296 							  4
0061297 							  2
0061304 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0061401 							  5
0061402 							  1
0061403 							  4
0061404 							  3
0061406 							  1
0061411 							  8
0061412 							  9
0061415 							  5
0061416 							  3
0061417 							  2
0061421 							  9

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0061422 							  6
0061423 							 12
0061431 							  4
0061432 							  7
0061434 							  5
0061442 							  1
0061893 							  3
0062216 							  1
0062219 							  1
0062762 							  1
0062776 							  2

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0062796 							  6
0062799 							  1
0062811 							  2
0062812 							  6
0062813 							 47
0062815 							  1
0062852 							  9
0062856 							  1
0062988 							  1
0063392 							  1
0063906 							217

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0063910 							  5
0063914 							  1
0063915 							199
0063916 							186
0063917 							134
0063918 							 13
0063919 							 12
0063920 							 20
0063921 							 17
0063926 							 71
0063927 							121

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0063928 							  9
0063980 							  2
0064073 							  2
0064173 							  4
0064210 							  2
0064212 							  1
0064703 							  1
0064739 							  1
0064770 							  3
0065149 							  1
0065815 							  2

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0065816 							  1
0065819 							  2
0065901 							  6
0065903 							  3
0065914 							  1
0065938 							  3
0065961 							  1
0065968 							  5
0065974 							  1
0065976 							  2
0065986 							  2

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0065988 							  4
0066066 							  2
0066100 							  1
0066120 							  3
0066129 							  1
0066130 							  2
0066143 							  2
0066153 							  6
0066155 							  1
0066156 							  1
0066157 							  4

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0066165 							  1
0066168 							  2
0066177 							 18
0066183 							  3
0066188 							  1
0066192 							  2
0066413 							  1
0066428 							  2
0066491 							  7
0066502 							  1
0066509 							  2

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0066527 							  4
0066577 							  3
0066598 							  1
0066600 							  4
0066601 							  4
0066602 							  1
0066606 							  6
0066610 							  1
0066615 							  8
0066617 							  1
0066651 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0066677 							  1
0066689 							  3
0066690 							  7
0066697 							  2
0066702 							  1
0066709 							  5
0066714 							  2
0066777 							  3
0066780 							  4
0066783 							  3
0066793 							  2

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0066852 							  1
0066901 							 18
0066904 							  3
0066910 							  1
0066915 							  5
0066928 							 21
0066960 							  1
0066974 							 11
0066978 							  3
0066979 							  1
0067716 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0069220 							  4
0069279 							  2
0069393 							 10
0069398 							  2
0069477 							  2
0069822 							  4
0070090 							  1
0070183 							  1
0070229 							  1
0070276 							  5
0070306 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0070579 							  1
0071502 							  6
0073005 							 29
0073975 							  1
0074955 							  1
0074957 							 12
0076079 							  1
0076904 							  1
0077001 							  1
0077011 							  1
0077012 							 12

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0077013 							  1
0077016 							  2
0077017 							  3
0077018 							  6
0077019 							  2
0077020 							  2
0077023 							 17
0077034 							  1
0077035 							  1
0077036 							  1
0077037 							  2

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0077038 							  2
0077161 							  1
0077221 							  3
0077777 							  1
0078034 							  1
0078078 							  1
0078415 							  1
0079011 							  1
0079024 							  9
0079028 							  1
0079029 							  2

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0079036 							  1
0079038 							  1
0079045 							  5
0079057 							  5
0079064 							  1
0079065 							  1
0079069 							  3
0079081 							  2
0079086 							 17
0079090 							  1
0079099 							  3

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0079136 							  1
0079150 							  3
0079162 							  1
0079216 							  4
0079261 							  3
0079262 							  6
0079263 							  2
0079265 							 12
0079266 							  8
0079275 							  1
0079284 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0079288 							 24
0079570 							  1
0079574 							  2
0079600 							  2
0079603 							 25
0079604 							 11
0079605 							  5
0079608 							  3
0079614 							  8
0079615 							  2
0079633 							  2

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0079641 							  2
0079677 							  2
0079910 							  7
0079936 							  1
0079976 							  2
0079982 							  5
0079988 							 29
0081748 							  3
0082103 							  3
0084907 							  3
0084919 							  3

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0085260 							  2
0085262 							  1
0085267 							  8
0085268 							  5
0085290 							 21
0085291 							  8
0085293 							 17
0085294 							  7
0085297 							  1
0085298 							  2
0085512 							  4

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0085555 							  1
0086013 							  3
0086130 							  7
0086131 							  9
0086134 							  3
0086135 							  3
0086137 							  2
0088017 							  4
0088018 							  3
0088020 							  2
0088029 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0088213 							  3
0088216 							157
0088691 							 19
0088692 							 23
0090015 							  1
0090212 							 31
0090216 							  2
0090312 							  9
0090322 							  1
0090324 							  1
0090333 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0090505 							129
0090532 							428
0090533 							230
0090535 							473
0090536 							548
0090537 							478
0090538 							662
0090542 							149
0090543 							186
0090544 							207
0090546 							150

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0090552 							  7
0090553 							  1
0090555 							141
0090556 							  2
0090613 							  1
0090918 							  2
0090961 							  1
0091134 							  1
0091135 							  2
0091176 							  6
0091188 							  8

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0091222 							  7
0091261 							  2
0091347 							  3
0091392 							  2
0091402 							  2
0091444 							  1
0091463 							  1
0091467 							  1
0091546 							  5
0091547 							  1
0091615 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0091672 							  2
0091766 							  1
0091834 							  8
0091837 							  1
0091846 							  2
0091874 							  1
0091878 							  1
0091881 							  2
0091897 							  1
0091921 							  5
0091923 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0091924 							 33
0091931 							  4
0091932 							  3
0091933 							  2
0091934 							  4
0091935 							  1
0091941 							 45
0091943 							  7
0091944 							 31
0091981 							 17
0091982 							 15

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0091983 							  8
0091984 							 20
0091985 							  5
0091986 							 17
0091987 							 16
0091988 							 26
0091989 							  8
0091991 							  4
0091992 							 11
0091993 							  5
0091994 							  3

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0091996 							  6
0091998 							  4
0091999 							  2
0092076 							  3
0092300 							  5
0092301 							  4
0092302 							  2
0092321 							  8
0092333 							 53
0092334 							  6
0092358 							 12

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0092533 							  6
0092678 							  1
0092679 							  1
0092785 							  1
0092795 							  3
0092796 							  7
0093162 							  2
0093209 							  2
0093220 							  1
0093415 							  4
0093703 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0093932 							  3
0093959 							  1
0093969 							  1
0093980 							  1
0093988 							  1
0094078 							  1
0094112 							  9
0094114 							  2
0094152 							  3
0094179 							  1
0094334 							  2

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0094355 							 14
0094374 							  1
0094602 							  1
0094673 							  4
0094677 							  3
0094713 							  5
0094714 							 14
0094716 							  3
0094722 							 12
0094723 							 36
0094724 							 15

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0094770 							  2
0094771 							  6
0094773 							 37
0094775 							  8
0094776 							118
0094777 							 33
0094779 							137
0094785 							  4
0094945 							  1
0094968 							  1
0096024 							  4

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0096055 							  1
0096077 							  1
0096078 							  1
0096079 							  1
0096095 							  1
0096113 							  2
0096114 							  1
0096115 							  2
0096118 							  4
